1	1
2	2.012
3	2.992
4	4.124
5	5.168
6	6.284
7	7.216
8	8.272
9	9.488
10	10.34
11	11.376
12	12.14
13	13.368
14	14.292
15	15.064
16	15.992
17	16.784
18	17.948
19	18.84
20	19.944
21	20.8
22	21.756
23	22.608
24	23.172
25	23.968
26	24.644
27	25.504
28	26.264
29	27.248
30	27.952
31	28.568
32	29.592
33	30.688
34	32.104
35	33.272
36	34.548
37	34.824
38	35.764
39	36.96
40	38.396
41	38.976
42	39.856
43	41.288
44	42.676
45	43.776
46	44.344
47	45.824
48	48.028
49	49.272
50	50.172
51	50.392
52	51.296
53	52.16
54	53.304
55	53.752
56	54.504
57	56.488
58	57.208
59	58.424
60	59.064
61	59.472
62	60.644
63	61.984
64	63.512
65	65.064
66	65.276
67	65.48
68	67.06
69	68.264
70	69.052
71	69.52
72	69.68
73	71.688
74	73.24
75	74.728
76	76.112
77	77.12
78	78.296
79	78.656
80	80.38
81	81.824
82	81.568
83	82.392
84	83.548
85	84.936
86	86.612
87	86.328
88	87.584
89	88.504
90	89.448
91	91.752
92	92.852
93	93.28
94	95.532
95	96.44
96	98.176
97	99.096
98	100.572
99	102.048
100	103.964
101	104.432
102	104.724
103	105.248
104	105.844
105	106.632
106	107.532
107	108.424
108	110.036
109	112
110	112.692
111	114.512
112	114.656
113	115.528
114	116.352
115	116.448
116	118.252
117	119.944
118	121.408
119	122.072
120	122.216
121	123.632
122	125.216
123	127.224
124	127.76
125	129.728
126	131.052
127	131.2
128	132.408
129	134.392
130	135.16
131	137.024
132	137.176
133	137.104
134	137.616
135	137.52
136	138.388
137	139.016
138	139.852
139	142.16
140	141.68
141	142.736
142	144.344
143	144.344
144	145.192
145	146.48
146	148.88
147	150.52
148	151.528
149	152.88
150	154.128
151	155.384
152	156.416
153	158.864
154	158.724
155	159.048
156	159.064
157	159.8
158	161.856
159	164.392
160	164.364
161	165.84
162	167.34
163	167.96
164	168.948
165	169.936
166	170.68
167	171.616
168	172.88
169	174.264
170	174.808
171	175.688
172	175.32
173	176.344
174	177.28
175	177.976
176	177.672
177	178.872
178	179.78
179	181.456
180	182.544
181	184.2
182	186.072
183	186.712
184	188.18
185	188.264
186	189.38
187	189.48
188	191.064
189	190.776
190	191.888
191	192.256
192	191.616
193	191.856
194	192.584
195	194.64
196	195.14
197	195.04
198	196.244
199	196.616
200	198.876
201	199.368
202	200.472
203	202.864
204	202.372
205	203.904
206	205.544
207	206.52
208	208.44
209	208.304
210	209.312
211	210.568
212	212.708
213	214.304
214	215.228
215	216.472
216	217.808
217	218.656
218	219.292
219	220.296
220	221.176
221	222.976
222	226.508
223	228.248
224	229.8
225	230.48
226	232.576
227	234
228	235.74
229	236.76
230	237.356
231	238.296
232	238.012
233	239.2
234	241.02
235	242.776
236	243.952
237	245.592
238	247.736
239	248.36
240	249.096
241	248.856
242	250.496
243	249.744
244	249.744
245	250.856
246	252.204
247	253.88
248	254.632
249	256.256
250	258.136
251	259.664
252	259.336
253	260.608
254	261.1
255	261.096
256	264.704
257	266.312
258	266
259	268.408
260	268.248
261	269.216
262	269.928
263	272.496
264	274.004
265	272.664
266	272.956
267	273.344
268	275.324
269	277.672
270	281.528
271	282.136
272	284.532
273	284.256
274	286.028
275	287.392
276	288.52
277	288.264
278	288.156
279	288.024
280	287.656
281	287.68
282	288.32
283	289.272
284	292.58
285	293.536
286	294.792
287	296.136
288	299.36
289	299.472
290	302.072
291	303.216
292	301.804
293	304.488
294	304.02
295	306.024
296	306.192
297	305.184
298	306.964
299	308.536
300	311.088
301	311.44
302	312.732
303	313.368
304	315.068
305	316.56
306	316.92
307	317.928
308	319.696
309	320.832
310	322.704
311	323.8
312	324.056
313	325.136
314	325.332
315	328.104
316	327.148
317	328.344
318	327.616
319	328.488
320	330.848
321	331.952
322	333.896
323	332.768
324	333.172
325	332.56
326	333.396
327	337.384
328	336.592
329	336.496
330	335.18
331	335.192
332	338.092
333	340.864
334	342.388
335	344.76
336	345.332
337	348.776
