1	0.002
2	-0.00280316
3	-0.345095
4	-0.214929
5	-0.139422
6	-0.115282
7	-0.118757
8	-0.0484213
9	-0.0448239
10	-0.0911902
11	-0.093877
12	-0.0459588
13	-0.0155085
14	0.00962418
15	-0.00424171
16	0.0402802
17	-0.0289989
18	-0.0510279
19	-0.0548333
20	-0.0599996
21	-0.0396363
22	-0.00796238
23	-0.0515181
24	-0.0485549
25	-0.0601839
26	0.00163479
27	-0.0113665
28	-0.0452901
29	-0.00337473
30	0.0213288
31	0.075131
32	0.0554616
33	0.025588
34	-0.0271794
35	-0.0205816
36	-0.0300594
37	-0.0232697
38	-0.0681131
39	-0.0393062
40	-0.027606
41	-0.00502198
42	-0.0217473
43	-0.0142556
44	-0.0193695
45	0.0311217
46	0.0253579
47	0.00789817
48	-0.00108159
49	-0.0405193
50	-0.0385166
51	-0.0552109
52	-0.0891917
53	-0.0966528
54	-0.0680422
55	-0.104074
56	-0.105769
57	-0.103817
58	-0.106605
59	-0.111092
60	-0.0995759
61	-0.0705482
62	-0.101215
63	-0.102016
64	-0.0891426
65	-0.0695018
66	-0.0645748
67	-0.0602458
68	-0.0480301
69	-0.042758
70	-0.0135098
71	-0.0104891
72	0.0164497
73	0.0310162
74	0.0609837
75	0.0429512
76	0.0370833
77	0.0404517
78	0.0271824
79	0.0383408
80	0.00536186
81	0.000313449
82	-0.0227398
83	-0.0147057
84	0.0126233
85	-0.00721534
86	-0.0123366
87	0.00778708
88	-0.00737861
89	-0.0140569
90	0.0232254
91	0.0339892
92	0.0391184
93	0.0267284
94	0.0537969
95	0.049223
96	0.0618772
97	0.0932435
98	0.0909862
99	0.128074
100	0.128032
101	0.120679
102	0.134225
103	0.134239
104	0.115997
105	0.121383
106	0.12431
107	0.123079
108	0.148272
109	0.157355
110	0.151848
111	0.133903
112	0.127027
113	0.121115
114	0.135262
115	0.125354
116	0.136749
117	0.149539
118	0.155929
119	0.143737
120	0.134668
121	0.133176
122	0.113266
123	0.0995188
124	0.106376
125	0.103453
126	0.108136
127	0.117272
128	0.118971
129	0.113984
130	0.0961519
131	0.101609
132	0.0890507
133	0.0807565
134	0.0996351
